time,events,wearable,soc,cvip,cpu,gpu,5v_sys,wlan,nvme_pwr1,nvme_pwr3,nvme_pwr2,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
50.602,,6393000,1176000,1639000,1680000,105000,7132000,222000,0,32000,4000,74000,65000,2379000,7006000,9385000,25000000,114.8,112.55,80.78,108.725,114.35,112.4366,106.7,114.575,111.5366
50.803,,6393000,1251000,1758000,820000,3480000,7118000,222000,0,32000,4000,68000,65000,2394000,3606000,6000000,25000000,114.8,112.55,80.78,108.725,114.35,112.4366,106.7,114.575,111.5366
51.003,,6393000,1207000,1710000,1260000,2352000,7118000,222000,0,30000,4000,68000,65000,2432000,3676000,6108000,25000000,114.8,112.55,80.78,108.725,114.35,112.4366,106.7,114.575,111.5366
51.203,,6353000,1251000,1710000,877000,3230000,7118000,284000,0,30000,4000,68000,65000,2400000,3940000,6340000,25000000,114.8,112.55,80.78,108.725,114.35,112.4366,106.7,114.575,111.5366
51.402,,6353000,1176000,1473000,942000,3439000,7152000,284000,0,5000,11000,68000,65000,2373000,4180000,6553000,25000000,114.8,112.55,80.78,108.8366,114.575,112.6616,106.7,114.8,111.65
51.602,,6353000,1273000,1686000,1242000,3372000,7152000,284000,0,5000,11000,68000,65000,2328000,4165000,6493000,25000000,114.8,112.55,80.78,108.8366,114.575,112.6616,106.7,114.8,111.65
51.803,,6259000,1118000,1900000,1660000,3392000,7152000,210000,0,5000,7000,68000,65000,2354000,4613000,6967000,25000000,114.8,112.55,80.78,108.8366,114.575,112.6616,106.7,114.8,111.65
52.002,,6259000,1118000,1805000,706000,5789000,6973000,210000,0,5000,11000,68000,65000,2323000,3730000,6053000,25000000,114.8,113,80.78,108.8366,114.575,112.6616,106.7,114.8,111.65
52.203,,6259000,1363000,1219000,772000,5688000,6973000,210000,0,5000,7000,68000,65000,2345000,3658000,6003000,25000000,114.8,113,80.78,108.8366,114.575,112.6616,106.7,114.8,111.65
52.403,,6304000,1118000,1710000,706000,3392000,6973000,219000,0,5000,11000,68000,65000,2358000,4753000,7111000,25000000,114.8,113,80.78,108.95,114.8,112.8866,106.7,115.025,111.875
52.603,,6304000,1118000,1781000,751000,3213000,7149000,219000,0,5000,11000,68000,65000,2336000,3791000,6127000,25000000,114.8,112.55,80.78,108.95,114.8,112.8866,106.7,115.025,111.875
52.803,,6411000,1775000,1378000,792000,105000,7149000,219000,0,5000,11000,68000,65000,2337000,9421000,11758000,25000000,114.8,112.55,80.78,108.95,114.8,112.8866,106.7,115.025,111.875
53.002,,6411000,1118000,1330000,711000,5708000,7149000,208000,0,5000,11000,68000,65000,2487000,4160000,6647000,25000000,114.8,112.55,80.78,108.95,114.8,112.8866,106.7,115.025,111.875
53.203,,6411000,1620000,1758000,746000,5301000,7196000,208000,0,5000,4000,68000,65000,2331000,5458000,7789000,25000000,114.8,112.55,80.78,108.95,114.8,112.8866,106.7,115.025,111.875
53.403,,6381000,1376000,1267000,691000,105000,7196000,208000,0,5000,11000,68000,65000,2399000,4164000,6563000,25000000,114.8,112.55,80.78,109.0616,114.9116,113,106.7,115.1366,112.1
53.603,,6381000,1487000,1686000,798000,5830000,7196000,222000,0,5000,4000,68000,65000,2509000,4400000,6909000,25000000,114.8,113,80.78,109.0616,114.9116,113,106.7,115.1366,112.1
53.803,,6381000,1398000,1758000,1126000,168000,7178000,222000,0,5000,11000,68000,65000,2466000,5207000,7673000,25000000,114.8,113,80.78,109.0616,114.9116,113,106.7,115.1366,112.1
54.003,,6362000,1265000,1354000,776000,105000,7178000,222000,0,5000,4000,68000,65000,2597000,4273000,6870000,25000000,114.8,113,80.78,109.0616,114.9116,113,106.7,115.1366,112.1
54.203,,6362000,1353000,1401000,726000,105000,7178000,222000,10000,76000,0,68000,65000,2722000,4735000,7457000,25000000,114.8,113,80.78,109.0616,114.9116,113,106.7,115.1366,112.1
54.402,,6362000,1363000,1267000,887000,395000,7152000,222000,10000,3000,4000,68000,65000,2533000,3964000,6497000,25000000,114.8,113,80.78,109.175,115.025,113.1116,106.7,115.3616,112.2116
54.603,,6402000,1430000,1330000,1341000,4042000,7152000,198000,10000,5000,7000,74000,65000,2613000,4225000,6838000,25000000,116.6,113,80.78,109.175,115.025,113.1116,106.7,115.3616,112.2116
54.803,,6402000,1198000,1710000,711000,105000,7152000,198000,10000,30000,4000,72000,65000,2728000,4543000,7271000,25000000,116.6,113,80.78,109.175,115.025,113.1116,106.7,115.3616,112.2116
55.003,,6402000,1154000,1793000,1593000,105000,7134000,198000,0,30000,11000,74000,65000,2617000,4311000,6928000,25000000,116.6,113,80.78,109.175,115.025,113.1116,106.7,115.3616,112.2116
55.203,,6426000,1198000,1639000,1178000,105000,7134000,222000,0,30000,4000,68000,65000,2707000,4383000,7090000,25000000,116.6,113.45,80.78,109.175,115.025,113.1116,106.7,115.3616,112.2116
55.403,,6426000,1176000,1306000,1648000,105000,7130000,222000,0,30000,4000,68000,65000,2480000,4464000,6944000,25000000,116.6,113.45,80.78,109.2866,115.25,113.3366,106.7,115.475,112.4366
55.603,,6426000,1154000,1378000,686000,333000,7130000,222000,10000,643000,11000,72000,65000,2629000,4118000,6747000,25000000,116.6,113,80.78,109.2866,115.25,113.3366,106.7,115.475,112.4366
55.803,,6344000,1198000,1686000,1109000,105000,7130000,202000,0,30000,7000,68000,65000,2507000,3703000,6210000,25000000,116.6,113,80.78,109.2866,115.25,113.3366,106.7,115.475,112.4366
56.002,,6344000,1287000,1530000,1129000,105000,7086000,202000,0,30000,11000,68000,65000,2339000,3895000,6234000,25000000,116.6,113.45,80.78,109.2866,115.25,113.3366,106.7,115.475,112.4366
56.202,,6344000,1398000,1554000,1178000,5058000,7086000,202000,0,30000,4000,68000,65000,2382000,7951000,10333000,25000000,116.6,113.45,80.78,109.2866,115.25,113.3366,106.7,115.475,112.4366
56.402,,6170000,1398000,1530000,1466000,105000,7086000,198000,0,5000,11000,68000,65000,2376000,11097000,13473000,25000000,116.6,113.45,80.78,109.4,115.3616,113.45,106.8116,115.5866,112.55
56.603,,6170000,1154000,1544000,1798000,5545000,6946000,198000,0,5000,4000,68000,65000,2332000,4261000,6593000,25000000,116.6,113.45,80.78,109.4,115.3616,113.45,106.8116,115.5866,112.55
56.812,,6195000,1118000,2808000,1798000,104000,6946000,198000,0,5000,4000,74000,65000,2377000,5258000,7635000,25000000,116.6,113.45,80.78,109.4,115.3616,113.45,106.8116,115.5866,112.55
57.002,,6195000,1243000,1615000,2096000,105000,6946000,274000,10000,643000,0,72000,65000,2327000,3848000,6175000,25000000,116.6,113.9,80.78,109.4,115.3616,113.45,106.8116,115.5866,112.55
57.202,,6195000,1273000,1615000,1960000,105000,7059000,274000,0,30000,4000,68000,65000,2356000,9253000,11609000,25000000,116.6,113.9,80.78,109.4,115.3616,113.45,106.8116,115.5866,112.55
57.402,,6335000,1207000,2233000,686000,105000,7059000,274000,0,30000,4000,68000,65000,2502000,4516000,7018000,25000000,116.6,113.9,80.78,109.5116,115.475,113.5616,106.925,115.7,112.55
57.602,,6335000,1519000,1520000,1296000,105000,7059000,209000,0,30000,4000,68000,65000,2357000,5496000,7853000,25000000,116.6,113.9,80.78,109.5116,115.475,113.5616,106.925,115.7,112.55
57.802,,6335000,1207000,1483000,1220000,105000,7116000,209000,0,5000,4000,68000,65000,2383000,6496000,8879000,25000000,116.6,113.9,80.78,109.5116,115.475,113.5616,106.925,115.7,112.55
58.002,,6356000,1184000,1506000,2080000,105000,7116000,209000,0,5000,4000,68000,65000,2555000,6923000,9478000,25000000,116.6,113.9,80.78,109.5116,115.475,113.5616,106.925,115.7,112.55
58.203,,6356000,1118000,2090000,1632000,105000,7116000,222000,0,5000,4000,68000,65000,2505000,7773000,10278000,25000000,116.6,113.9,80.78,109.5116,115.475,113.5616,106.925,115.7,112.55
58.403,,6356000,1132000,2731000,1109000,105000,7092000,222000,0,5000,4000,68000,65000,2630000,4727000,7357000,25000000,116.6,113.9,80.78,109.5116,115.5866,113.5616,107.0366,115.8116,112.6616
58.601,,6307000,1073000,1544000,1445000,335000,7092000,222000,0,5000,4000,68000,65000,2541000,4754000,7295000,25000000,116.6,114.35,80.78,109.5116,115.5866,113.5616,107.0366,115.8116,112.6616
58.803,,6307000,1118000,1639000,927000,105000,7092000,196000,0,5000,11000,68000,65000,2619000,4419000,7038000,25000000,116.6,113.9,80.78,109.5116,115.5866,113.5616,107.0366,115.8116,112.6616
59.002,,6307000,1140000,1473000,1129000,105000,7037000,196000,0,5000,11000,68000,65000,2615000,9803000,12418000,25000000,116.6,113.9,80.78,109.5116,115.5866,113.5616,107.0366,115.8116,112.6616
59.203,,6249000,1140000,2375000,776000,105000,7037000,204000,0,5000,4000,68000,65000,2450000,4147000,6597000,25000000,116.6,114.35,80.78,109.5116,115.5866,113.5616,107.0366,115.8116,112.6616
59.403,,6249000,1398000,1626000,820000,105000,7037000,204000,0,5000,11000,68000,65000,2459000,4620000,7079000,25000000,116.6,114.35,80.78,109.5116,115.5866,113.5616,107.0366,115.8116,112.6616
59.603,,6249000,1162000,1674000,1071000,2620000,6957000,204000,0,5000,11000,68000,65000,2440000,4014000,6454000,25000000,116.6,114.35,80.78,109.625,115.7,113.7866,107.0366,116.0366,112.775
59.803,,6219000,1110000,1401000,826000,105000,6957000,212000,0,5000,11000,68000,65000,2476000,4003000,6479000,25000000,116.6,114.35,80.78,109.625,115.7,113.7866,107.0366,116.0366,112.775
60.002,,6219000,1184000,1544000,1076000,105000,6964000,212000,0,5000,11000,68000,65000,2431000,3971000,6402000,25000000,116.6,114.35,80.78,109.625,115.7,113.7866,107.0366,116.0366,112.775
60.202,,6219000,1318000,1267000,1189000,2845000,6964000,212000,0,5000,11000,68000,65000,2422000,3851000,6273000,25000000,116.6,114.35,80.78,109.625,115.7,113.7866,107.0366,116.0366,112.775
60.403,,6228000,1110000,1578000,1349000,3418000,6964000,248000,0,30000,4000,68000,65000,2411000,4939000,7350000,25000000,116.6,114.35,80.78,109.625,115.7,113.7866,107.0366,116.0366,112.775
60.603,,6228000,1118000,2161000,1284000,1985000,7065000,248000,0,30000,4000,68000,65000,2395000,3569000,5964000,25000000,116.6,114.35,80.78,109.7366,115.8116,113.9,107.0366,116.15,112.8866
60.803,,6228000,1207000,1674000,1713000,3132000,7065000,248000,10000,32000,4000,68000,65000,2362000,3885000,6247000,25000000,116.6,114.35,80.78,109.7366,115.8116,113.9,107.0366,116.15,112.8866
61.003,,6146000,1198000,1758000,776000,2968000,7065000,215000,0,32000,4000,68000,65000,2357000,5505000,7862000,25000000,116.6,114.8,80.78,109.7366,115.8116,113.9,107.0366,116.15,112.8866
61.203,,6146000,1140000,1267000,813000,3149000,7030000,215000,0,30000,4000,68000,68000,2370000,4633000,7003000,25000000,116.6,114.8,80.78,109.7366,115.8116,113.9,107.0366,116.15,112.8866
61.403,,6146000,1309000,1900000,1434000,3500000,7030000,215000,0,32000,4000,68000,65000,2482000,4155000,6637000,25000000,116.6,114.8,80.78,109.7366,115.8116,113.9,107.0366,116.15,112.8866
61.603,,6265000,1251000,1853000,814000,5486000,7030000,205000,0,5000,11000,68000,65000,2383000,3785000,6168000,25000000,116.6,114.8,80.78,109.85,115.925,114.0116,107.15,116.2616,113.1116
61.803,,6265000,1620000,1781000,995000,5749000,7055000,205000,0,5000,11000,68000,68000,2382000,4626000,7008000,25000000,116.6,114.8,80.78,109.85,115.925,114.0116,107.15,116.2616,113.1116
62.002,,6368000,1442000,1362000,711000,7028000,7055000,205000,0,5000,11000,68000,65000,2527000,5774000,8301000,25000000,116.6,114.8,80.78,109.85,115.925,114.0116,107.15,116.2616,113.1116
62.203,,6368000,1376000,1829000,2061000,5833000,7055000,208000,0,5000,4000,68000,65000,2498000,5211000,7709000,25000000,116.6,114.8,80.78,109.85,115.925,114.0116,107.15,116.2616,113.1116
62.403,,6368000,1309000,1710000,860000,5180000,7145000,208000,0,5000,4000,70000,65000,2485000,4346000,6831000,25000000,116.6,114.8,80.78,109.85,115.925,114.0116,107.15,116.2616,113.1116
62.603,,6402000,1376000,1506000,877000,105000,7145000,208000,0,5000,4000,68000,65000,2612000,5221000,7833000,25000000,116.6,114.8,80.78,109.9616,116.0366,114.2366,107.15,116.4866,113.225
62.807,,6402000,1118000,2080000,1169000,4570000,7145000,245000,0,5000,11000,70000,65000,2522000,4181000,6703000,25000000,116.6,114.8,80.78,109.9616,116.0366,114.2366,107.15,116.4866,113.225
63.003,,6402000,1430000,1663000,2580000,105000,7105000,245000,0,5000,11000,68000,65000,2733000,4298000,7031000,25000000,116.6,115.25,80.78,109.9616,116.0366,114.2366,107.15,116.4866,113.225
63.202,,6375000,1309000,1275000,1492000,670000,7105000,245000,0,5000,7000,68000,68000,2748000,3942000,6690000,25000000,116.6,115.25,80.78,109.9616,116.0366,114.2366,107.15,116.4866,113.225
63.403,,6375000,1353000,1315000,1186000,105000,7105000,260000,0,5000,11000,68000,65000,2686000,4732000,7418000,25000000,116.6,114.8,80.78,109.9616,116.0366,114.2366,107.15,116.4866,113.225
63.602,,6375000,1363000,1259000,746000,105000,7103000,260000,0,5000,4000,68000,65000,2642000,4004000,6646000,25000000,116.6,114.8,80.78,110.075,116.2616,114.4616,107.2616,116.6,113.45
63.803,,6323000,1243000,1829000,1976000,105000,7103000,260000,0,5000,7000,68000,68000,2671000,5390000,8061000,25000000,116.6,114.8,80.78,110.075,116.2616,114.4616,107.2616,116.6,113.45
64.003,,6323000,1243000,1663000,1774000,482000,7103000,206000,0,5000,7000,68000,65000,2727000,3827000,6554000,25000000,116.6,114.8,80.78,110.075,116.2616,114.4616,107.2616,116.6,113.45
64.202,,6323000,1309000,1568000,948000,105000,7088000,206000,0,5000,7000,68000,65000,2444000,3836000,6280000,25000000,116.6,114.8,80.78,110.075,116.2616,114.4616,107.2616,116.6,113.45
64.403,,6301000,1386000,1339000,2013000,712000,7088000,226000,10000,76000,4000,72000,65000,2661000,4477000,7138000,25000000,116.6,114.8,80.78,110.075,116.2616,114.4616,107.2616,116.6,113.45
64.603,,6301000,1251000,2008000,1391000,105000,7088000,226000,10000,5000,11000,68000,65000,2434000,3767000,6201000,25000000,116.6,114.8,80.96,110.1866,116.4866,114.575,107.2616,116.7116,113.45
64.802,,6301000,1309000,1267000,1169000,5789000,7132000,226000,10000,3000,4000,68000,65000,2423000,3754000,6177000,25000000,116.6,114.8,80.96,110.1866,116.4866,114.575,107.2616,116.7116,113.45
65.002,,6353000,1376000,1639000,1109000,105000,7132000,206000,20000,3000,4000,72000,65000,2367000,3498000,5865000,25000000,116.6,114.8,80.96,110.1866,116.4866,114.575,107.2616,116.7116,113.45
65.202,,6353000,1309000,1805000,2137000,105000,7079000,206000,20000,3000,4000,68000,65000,2366000,3399000,5765000,25000000,116.6,114.8,80.96,110.1866,116.4866,114.575,107.2616,116.7116,113.45
65.402,,6353000,1162000,1339000,1471000,5261000,7079000,206000,10000,76000,4000,68000,65000,2428000,3905000,6333000,25000000,116.6,114.8,80.96,110.1866,116.4866,114.575,107.2616,116.7116,113.45
65.602,,6033000,1420000,2090000,1250000,105000,7079000,229000,0,32000,4000,68000,65000,2380000,7102000,9482000,25000000,116.6,114.8,80.96,110.3,116.6,114.6866,107.375,116.825,113.675
65.802,,6033000,1376000,1339000,1296000,105000,6506000,229000,10000,640000,0,86000,65000,2383000,3750000,6133000,25000000,116.6,114.8,80.96,110.3,116.6,114.6866,107.375,116.825,113.675
66.002,,6033000,1243000,1473000,1189000,105000,6506000,229000,0,30000,4000,68000,65000,2407000,7269000,9676000,25000000,116.6,114.8,80.96,110.3,116.6,114.6866,107.375,116.825,113.675
66.203,,5627000,1420000,2008000,1451000,105000,6506000,219000,0,32000,4000,68000,65000,2387000,6482000,8869000,25000000,116.6,114.8,80.96,110.3,116.6,114.6866,107.375,116.825,113.675
66.402,,5627000,1132000,1615000,1935000,105000,6035000,219000,0,30000,11000,68000,65000,2393000,6425000,8818000,25000000,116.6,114.8,80.96,110.3,116.6,114.6866,107.375,116.825,113.675
66.603,,5399000,1265000,1805000,1540000,105000,6035000,219000,0,30000,4000,68000,68000,2468000,7665000,10133000,25000000,116.6,114.8,80.96,110.4116,116.6,114.6866,107.375,116.825,113.675
66.803,,5399000,1162000,1315000,1880000,105000,6035000,215000,0,5000,7000,68000,65000,2447000,7883000,10330000,25000000,116.6,114.8,80.96,110.4116,116.6,114.6866,107.375,116.825,113.675
67.002,,5399000,1132000,1354000,887000,105000,6130000,215000,0,5000,11000,68000,65000,2452000,10492000,12944000,25000000,116.6,114.8,80.96,110.4116,116.6,114.6866,107.375,116.825,113.675
67.203,,5420000,1050000,1243000,1156000,105000,6130000,215000,0,5000,11000,68000,65000,2477000,6451000,8928000,25000000,116.6,114.8,80.96,110.4116,116.6,114.6866,107.375,116.825,113.675
67.402,,5420000,1273000,1267000,1573000,105000,6130000,198000,0,5000,7000,68000,68000,2503000,10233000,12736000,25000000,116.6,114.8,80.96,110.4116,116.6,114.6866,107.375,116.825,113.675
67.602,,5420000,1251000,1330000,1134000,105000,6090000,198000,0,5000,11000,68000,65000,2502000,4970000,7472000,25000000,116.6,114.8,80.96,110.4116,116.7116,114.8,107.4866,116.9366,113.7866
67.803,,5414000,1073000,1315000,1551000,105000,6090000,198000,0,5000,11000,68000,65000,2589000,9292000,11881000,25000000,116.6,114.8,80.96,110.4116,116.7116,114.8,107.4866,116.9366,113.7866
68.003,,5414000,1154000,1758000,1512000,105000,6090000,208000,0,5000,11000,68000,65000,2570000,7865000,10435000,25000000,116.6,115.25,80.96,110.4116,116.7116,114.8,107.4866,116.9366,113.7866
68.203,,5414000,1132000,1267000,884000,105000,6119000,208000,0,5000,11000,68000,65000,2465000,3928000,6393000,25000000,116.6,114.8,80.96,110.4116,116.7116,114.8,107.4866,116.9366,113.7866
68.403,,5402000,1118000,1315000,1381000,147000,6119000,208000,0,5000,11000,68000,65000,2439000,8168000,10607000,25000000,116.6,114.8,80.96,110.4116,116.7116,114.8,107.4866,116.9366,113.7866
68.602,,5402000,1198000,1853000,1014000,3357000,6119000,208000,0,5000,4000,68000,65000,2400000,4192000,6592000,25000000,116.6,114.8,80.96,110.525,116.825,114.9116,107.6,117.05,113.9
68.803,,5402000,1184000,1235000,1251000,2067000,6189000,208000,0,5000,4000,68000,65000,2518000,4383000,6901000,25000000,116.6,114.8,80.96,110.525,116.825,114.9116,107.6,117.05,113.9
69.002,,5417000,1118000,1401000,884000,3071000,6189000,208000,0,5000,11000,68000,65000,2464000,5349000,7813000,25000000,116.6,114.8,80.96,110.525,116.825,114.9116,107.6,117.05,113.9
69.203,,5417000,1132000,1805000,906000,3173000,6189000,259000,0,5000,11000,68000,65000,2448000,3819000,6267000,25000000,116.6,115.25,80.96,110.525,116.825,114.9116,107.6,117.05,113.9
69.403,,5417000,1318000,1473000,1156000,105000,6293000,259000,0,5000,11000,68000,65000,2425000,4163000,6588000,25000000,116.6,114.8,80.96,110.525,116.825,114.9116,107.6,117.05,113.9
69.603,,5499000,1118000,1710000,772000,3173000,6293000,206000,10000,30000,4000,68000,65000,2433000,3947000,6380000,25000000,118.4,114.8,80.96,110.6366,116.9366,115.025,107.6,117.05,114.0116
69.804,,5499000,1118000,1330000,798000,2395000,6324000,206000,10000,3000,4000,68000,68000,2443000,3774000,6217000,25000000,118.4,114.8,80.96,110.6366,116.9366,115.025,107.6,117.05,114.0116
70.002,,5499000,1140000,1924000,853000,3316000,6324000,206000,10000,3000,11000,68000,65000,2390000,4561000,6951000,25000000,118.4,115.25,80.96,110.6366,116.9366,115.025,107.6,117.05,114.0116
70.203,,5472000,1154000,1267000,751000,5789000,6324000,215000,20000,3000,4000,68000,65000,2418000,4643000,7061000,25000000,118.4,115.25,80.96,110.6366,116.9366,115.025,107.6,117.05,114.0116
70.403,,5472000,1309000,1396000,884000,105000,6621000,215000,10000,78000,4000,72000,65000,2398000,3936000,6334000,25000000,118.4,115.25,80.96,110.6366,116.9366,115.025,107.6,117.05,114.0116
70.603,,5472000,1287000,1306000,798000,5789000,6621000,215000,0,32000,11000,68000,65000,2332000,3732000,6064000,25000000,118.4,115.25,80.96,110.75,117.05,115.1366,107.7116,117.1616,114.125
70.803,,6039000,1154000,1686000,1071000,5769000,6621000,208000,0,30000,4000,68000,65000,2331000,4013000,6344000,25000000,118.4,115.25,80.96,110.75,117.05,115.1366,107.7116,117.1616,114.125
71.003,,6039000,1731000,1971000,956000,105000,6875000,208000,10000,78000,4000,72000,65000,2363000,10508000,12871000,25000000,118.4,115.25,80.96,110.75,117.05,115.1366,107.7116,117.1616,114.125
71.203,,6301000,1620000,1829000,1078000,2334000,6875000,208000,0,32000,11000,68000,65000,2353000,5112000,7465000,25000000,118.4,115.25,80.96,110.75,117.05,115.1366,107.7116,117.1616,114.125
71.403,,6301000,1642000,1544000,992000,5813000,6875000,216000,0,32000,7000,68000,65000,2404000,4107000,6511000,25000000,118.4,115.25,80.96,110.75,117.05,115.1366,107.7116,117.1616,114.125
71.602,,6301000,1531000,1401000,927000,105000,7037000,216000,0,30000,4000,70000,65000,2543000,4537000,7080000,25000000,118.4,115.7,80.96,110.8616,117.05,115.25,107.825,117.3866,114.2366
71.803,,6268000,1442000,1853000,1691000,105000,7037000,216000,0,5000,11000,68000,65000,2662000,4775000,7437000,25000000,118.4,115.7,80.96,110.8616,117.05,115.25,107.825,117.3866,114.2366
72.003,,6268000,1243000,1769000,711000,105000,7037000,232000,0,5000,4000,68000,68000,2619000,4404000,7023000,25000000,118.4,115.25,80.96,110.8616,117.05,115.25,107.825,117.3866,114.2366
72.203,,6268000,1497000,1275000,1955000,105000,6851000,232000,0,5000,4000,68000,65000,2615000,4084000,6699000,25000000,118.4,115.25,80.96,110.8616,117.05,115.25,107.825,117.3866,114.2366
72.403,,5960000,1664000,1267000,731000,4565000,6851000,232000,0,5000,11000,68000,65000,2718000,9908000,12626000,25000000,118.4,115.25,80.96,110.8616,117.05,115.25,107.825,117.3866,114.2366
72.603,,5960000,1386000,1211000,1148000,105000,6851000,195000,0,5000,11000,68000,65000,2694000,4649000,7343000,25000000,118.4,115.25,80.96,110.8616,117.1616,115.25,107.9366,117.3866,114.2366
72.804,,5960000,1353000,1506000,1129000,440000,6428000,195000,0,5000,11000,68000,65000,2612000,3942000,6554000,25000000,118.4,115.25,80.96,110.8616,117.1616,115.25,107.9366,117.3866,114.2366
73.002,,5697000,1287000,2256000,1509000,105000,6428000,195000,0,5000,4000,68000,65000,2569000,4106000,6675000,25000000,118.4,115.25,80.96,110.8616,117.1616,115.25,107.9366,117.3866,114.2366
73.203,,5697000,1487000,1900000,1734000,147000,6428000,211000,0,5000,4000,68000,65000,2524000,4290000,6814000,25000000,118.4,115.25,80.96,110.8616,117.1616,115.25,107.9366,117.3866,114.2366
73.402,,5697000,1184000,1544000,1331000,105000,6619000,211000,0,5000,11000,68000,65000,2550000,5521000,8071000,25000000,118.4,115.25,80.96,110.8616,117.1616,115.25,107.9366,117.3866,114.2366
73.602,,5914000,1398000,1626000,1209000,5626000,6619000,211000,0,5000,11000,68000,68000,2562000,4192000,6754000,25000000,118.4,115.7,80.96,110.975,117.275,115.3616,107.9366,117.5,114.35
73.802,,5914000,1353000,1458000,1109000,426000,6619000,213000,0,5000,11000,68000,68000,2536000,4635000,7171000,25000000,118.4,115.7,80.96,110.975,117.275,115.3616,107.9366,117.5,114.35
74.003,,5914000,1376000,1568000,1189000,105000,7001000,213000,0,5000,4000,68000,65000,2526000,4441000,6967000,25000000,118.4,115.7,80.96,110.975,117.275,115.3616,107.9366,117.5,114.35
74.203,,6292000,1442000,1449000,2016000,105000,7001000,213000,0,5000,7000,68000,65000,2539000,7530000,10069000,25000000,118.4,115.7,80.96,110.975,117.275,115.3616,107.9366,117.5,114.35
74.402,,6292000,1198000,2808000,1492000,589000,7150000,218000,0,5000,11000,68000,68000,2532000,4291000,6823000,25000000,118.4,115.7,80.96,110.975,117.275,115.3616,107.9366,117.5,114.35
74.603,,6292000,1376000,1520000,1754000,105000,7150000,218000,0,5000,11000,74000,68000,2465000,3823000,6288000,25000000,118.4,116.15,80.96,111.0866,117.3866,115.5866,108.05,117.6116,114.4616
74.802,,6185000,1243000,1520000,1270000,105000,7150000,288000,30000,3000,4000,68000,65000,2576000,7130000,9706000,25000000,118.4,116.15,80.96,111.0866,117.3866,115.5866,108.05,117.6116,114.4616
75.002,,6185000,1376000,1663000,1693000,105000,7088000,288000,10000,3000,4000,68000,65000,2462000,9906000,12368000,25000000,118.4,116.15,80.96,111.0866,117.3866,115.5866,108.05,117.6116,114.4616
75.202,,6185000,1140000,1900000,1351000,105000,7088000,288000,20000,3000,7000,68000,68000,2510000,9560000,12070000,25000000,118.4,116.15,80.96,111.0866,117.3866,115.5866,108.05,117.6116,114.4616
75.402,,6353000,1509000,1900000,1371000,105000,7088000,223000,10000,78000,4000,72000,65000,2513000,7705000,10218000,25000000,118.4,116.15,80.96,111.0866,117.3866,115.5866,108.05,117.6116,114.4616
75.602,,6353000,1073000,2043000,1109000,105000,6915000,223000,0,30000,4000,68000,65000,2556000,9638000,12194000,25000000,118.4,116.6,80.96,111.2,117.5,115.5866,108.05,117.8366,114.575
75.802,,6393000,1162000,1554000,726000,105000,6915000,223000,10000,76000,4000,72000,65000,2597000,10662000,13259000,25000000,118.4,116.6,80.96,111.2,117.5,115.5866,108.05,117.8366,114.575
76.002,,6393000,1073000,1615000,1270000,105000,6915000,207000,0,30000,4000,86000,65000,2488000,9972000,12460000,25000000,118.4,116.6,80.96,111.2,117.5,115.5866,108.05,117.8366,114.575
76.203,,6393000,1251000,1473000,1189000,105000,7152000,207000,0,30000,4000,68000,65000,2508000,7475000,9983000,25000000,118.4,116.6,80.96,111.2,117.5,115.5866,108.05,117.8366,114.575
76.403,,6371000,1442000,1781000,1320000,105000,7152000,207000,0,32000,4000,68000,65000,2490000,7087000,9577000,25000000,118.4,116.15,80.96,111.2,117.5,115.5866,108.05,117.8366,114.575
76.601,,6371000,1118000,1615000,1089000,105000,7152000,207000,0,30000,11000,68000,65000,2513000,6455000,8968000,25000000,118.4,116.6,80.96,111.3116,117.6116,115.8116,108.1616,117.95,114.6866
76.803,,6371000,1162000,1639000,1113000,105000,7121000,207000,0,30000,7000,68000,68000,2600000,4432000,7032000,25000000,118.4,116.6,80.96,111.3116,117.6116,115.8116,108.1616,117.95,114.6866
77.002,,6167000,1140000,1520000,711000,1248000,7121000,207000,0,5000,11000,68000,68000,2475000,3932000,6407000,25000000,118.4,116.6,80.96,111.3116,117.6116,115.8116,108.1616,117.95,114.6866
77.202,,6167000,1273000,1520000,751000,3009000,7121000,225000,0,5000,11000,68000,68000,2451000,4443000,6894000,25000000,118.4,116.6,80.96,111.3116,117.6116,115.8116,108.1616,117.95,114.6866
77.403,,6167000,1118000,1663000,1413000,2764000,6659000,225000,0,5000,11000,68000,68000,2556000,9781000,12337000,25000000,118.4,116.6,80.96,111.3116,117.6116,115.8116,108.1616,117.95,114.6866
77.602,,5734000,1162000,1639000,987000,3562000,6659000,225000,0,5000,4000,68000,65000,2489000,4080000,6569000,25000000,118.4,116.6,80.96,111.425,117.725,115.925,108.275,118.0616,114.8
77.803,,5734000,1207000,1544000,1371000,356000,6659000,208000,0,5000,4000,68000,68000,2457000,4098000,6555000,25000000,118.4,116.6,80.96,111.425,117.725,115.925,108.275,118.0616,114.8
